epoch,train_loss,val_fault_risk_f1,val_fault_risk_precision,val_fault_risk_recall,val_fault_risk_auc,val_fault_risk_auprc,val_congestion_risk_f1,val_congestion_risk_precision,val_congestion_risk_recall,val_congestion_risk_auc,val_congestion_risk_auprc,val_voltage_violation_f1,val_voltage_violation_precision,val_voltage_violation_recall,val_voltage_violation_auc,val_voltage_violation_auprc,val_macro_f1,val_macro_recall,val_macro_auc,val_macro_auprc
1,0.738247,0.6245259165613148,0.6657681940700808,0.5880952380952381,0.7814395152679905,0.6869199044641052,0.7674641148325358,0.7551789077212806,0.7801556420233463,0.9223379976055075,0.8134027221170542,0.34974093264248707,0.5152671755725191,0.2647058823529412,0.7698147364461372,0.4497577006051452,0.5805769880121127,0.5443189208238418,0.8245307497732117,0.6500267757287682
2,0.666244,0.5534779356768885,0.744466800804829,0.44047619047619047,0.7827670118869671,0.692060742246773,0.7891891891891892,0.8880778588807786,0.7101167315175098,0.9409409140227477,0.8401832671876432,0.23672230652503792,0.5234899328859061,0.15294117647058825,0.7680126487045658,0.44605772363008606,0.5264631437970385,0.43451136615476277,0.8305735248714269,0.6594339110215007
3,0.658788,0.5835065835065835,0.6981757877280266,0.5011904761904762,0.7693140970887608,0.6801260221671199,0.7894736842105263,0.9045226130653267,0.7003891050583657,0.916577418811733,0.8184709832319144,0.23668639053254437,0.4819277108433735,0.1568627450980392,0.7671803733483801,0.43609594226030096,0.5365555527498848,0.4528141087822937,0.8176906297496246,0.6448976492197784
4,0.649415,0.598951507208388,0.6661807580174927,0.544047619047619,0.7707790590077586,0.6804610443374582,0.7851851851851852,0.8607888631090487,0.7217898832684825,0.9201609735109249,0.8204479996593552,0.23206106870229007,0.5241379310344828,0.14901960784313725,0.7791995815112617,0.4597049572534872,0.5387325870319545,0.4716190367197462,0.823379871343315,0.6535380004167669
5,0.646722,0.5425531914893617,0.75,0.425,0.7762389671862766,0.6817173807941803,0.7912087912087912,0.9090909090909091,0.7003891050583657,0.931339559637833,0.8304275567073451,0.1685575364667747,0.48598130841121495,0.10196078431372549,0.7759069215216063,0.4578703253106906,0.5007731730549758,0.40911662979069713,0.8278284827819054,0.6566717542707387
6,0.642599,0.5710206995003569,0.7130124777183601,0.47619047619047616,0.7788605950601467,0.6847846152578673,0.7912087912087912,0.9090909090909091,0.7003891050583657,0.9355357677342113,0.8412277124560017,0.048327137546468404,0.4642857142857143,0.025490196078431372,0.7723574081910942,0.44236932306568383,0.4701855427518722,0.4006899257757577,0.8289179236618174,0.6561272169265177
7,0.637969,0.5840336134453782,0.7091836734693877,0.49642857142857144,0.7764138016940708,0.6822455166216197,0.786235662148071,0.8471910112359551,0.7334630350194552,0.9333949884016761,0.8373950678405654,0.171334431630972,0.5360824742268041,0.10196078431372549,0.7765693327690788,0.4621183464575995,0.5138679024081404,0.4439507969205841,0.8287927076216085,0.6605863103065949
8,0.6366,0.5848527349228612,0.71160409556314,0.49642857142857144,0.7807842195174035,0.6894963204521333,0.7930283224400871,0.900990099009901,0.708171206225681,0.9351522747680334,0.8419554906775514,0.25609756097560976,0.5753424657534246,0.16470588235294117,0.7816487986081722,0.47308714936742857,0.5446595394461861,0.45643522000239795,0.8325284309645363,0.6681796534990377
9,0.632878,0.6061016949152542,0.7039370078740157,0.5321428571428571,0.7830366040287564,0.6908216489636038,0.786540483701367,0.8558352402745996,0.7276264591439688,0.9410718628404668,0.8553253879917693,0.3278236914600551,0.5509259259259259,0.23333333333333334,0.7801112051535242,0.47005195340218753,0.5734886233588922,0.4977008832067198,0.8347398906742493,0.6720663301191868
10,0.629541,0.5859154929577465,0.7172413793103448,0.49523809523809526,0.7827420990817852,0.6884273696020315,0.7803347280334728,0.8438914027149321,0.72568093385214,0.9407702128853637,0.849885428001831,0.2112,0.5739130434782609,0.12941176470588237,0.7817957398786852,0.47545097490419996,0.5258167403304065,0.4501102645987059,0.8351026839486114,0.6712545908360208
11,0.630122,0.6001376462491397,0.7112561174551386,0.5190476190476191,0.7870733682112607,0.6923298984548922,0.7912087912087912,0.9090909090909091,0.7003891050583657,0.9413033616432206,0.846403911764591,0.019267822736030827,0.5555555555555556,0.00980392156862745,0.7784572342126299,0.46399977972117357,0.4702047533979872,0.40974688189153746,0.8356113213557036,0.6675778633135523
12,0.6294,0.6216393442622951,0.691970802919708,0.5642857142857143,0.7848125311410064,0.6907375062200416,0.7951564076690212,0.8259958071278826,0.7665369649805448,0.9423217225381623,0.8583440951046493,0.37468354430379747,0.5285714285714286,0.2901960784313726,0.7784384257300042,0.46657154257668854,0.5971597654117046,0.5403395858992106,0.8351908931363909,0.6718843813004597
13,0.625584,0.5944444444444444,0.7133333333333334,0.5095238095238095,0.7843187237525802,0.6889408599840573,0.7909967845659164,0.8806682577565632,0.7178988326848249,0.9368300564950613,0.8463831357729379,0.4323040380047506,0.5481927710843374,0.3568627450980392,0.7800494898199087,0.47258526252979705,0.6059150890050371,0.5280951291022246,0.8337327566891833,0.6693030860955974
14,0.626383,0.622508038585209,0.676923076923077,0.5761904761904761,0.7845313723396683,0.6904835176664572,0.7894201424211598,0.8272921108742004,0.754863813229572,0.9446624326548938,0.8542296353939242,0.43173862310385064,0.5331412103746398,0.3627450980392157,0.7780845911506089,0.46712235811536773,0.6145556013700731,0.5645997958197546,0.8357594653817237,0.6706118370585831
