rank,from_bus,to_bus,from_bus_name,to_bus_name,attn_mean,attn_std,loading_pct_mean,loading_pct_std,n_sequences
1,1,0,2,1,0.9367093773824828,0.04951918258691323,83.78332114590323,33.81822594768332,56
2,5,25,6,26,0.9122490169746535,0.06448590092817624,26.225183029505363,10.6434323582047,56
3,2,22,3,23,0.8805999457836151,0.096770841749443,20.19644894712049,8.106747033438372,56
4,5,6,6,7,0.8665233829191753,0.08188710803232375,20.554640128154144,8.334399355277641,56
5,31,32,32,33,0.8338004435811724,0.0904596120420872,1.4318849959197795,0.5815315623351535,56
6,20,21,21,22,0.8262351368154798,0.038864843365693826,1.913133299742252,0.7641812385673589,56
7,23,24,24,25,0.8135018518992833,0.0770362676535769,9.097827267785034,3.6530917220121113,56
8,16,17,17,18,0.8079530011330333,0.101762017096289,1.956208543851805,0.7945348793366099,56
9,1,18,2,19,0.7882095128297806,0.1108204450427895,7.650109943647172,3.055021039870101,56
10,2,3,3,4,0.7753800994583538,0.08621088859573936,52.15583207786017,21.14268068451318,56
11,5,4,6,5,0.7592727190681866,0.08843106813064046,48.04628663197589,19.490632713024553,56
12,2,1,3,2,0.5348107271960804,0.0496527172186119,73.96918144981571,29.899049809706675,56
13,15,16,16,17,0.4498897099069187,0.07118352183843706,3.9121876164383798,1.5889510140065128,56
14,1,2,2,3,0.4410727960722787,0.03811921799616951,73.96918144981571,29.899049809706675,56
15,19,20,20,21,0.4307621791958809,0.040634070312852766,3.826024325885261,1.5281918686484777,56
16,11,12,12,13,0.41396663018635343,0.08428262496884575,10.564632366951047,4.289905148841233,56
17,22,23,23,24,0.4029098685298647,0.0339765291913658,18.19011980100833,7.30225972413406,56
18,31,30,32,31,0.3913623318076134,0.07693839808652574,6.038778884780626,2.452487271241263,56
19,10,11,11,12,0.37902902918202536,0.043836124949838864,11.937160389478274,4.846709228287409,56
20,14,15,15,16,0.3778944302882467,0.038426988997266716,5.163522917918162,2.097145014003406,56
21,28,29,29,30,0.3701985797711781,0.049970444888603645,20.240937800023477,8.218535951328723,56
22,30,31,31,32,0.36793641054204534,0.061082103084105124,6.038778884780626,2.452487271241263,56
23,28,27,29,28,0.3631773612328938,0.02454483869428869,22.811839893247647,9.261457899150551,56
24,8,9,9,10,0.35780731748257366,0.017021093599796432,14.459821888279665,5.869122383451571,56
25,25,26,26,27,0.3559173026255199,0.03312878054883846,25.051930703419043,10.168934103790725,56
26,9,10,10,11,0.3550290656941278,0.016448534646608174,13.309403094235373,5.403045858751347,56
27,14,13,15,14,0.35185373414840015,0.013661733351715302,6.416197503877991,2.6058396819987806,56
28,8,7,9,8,0.34428943427545683,0.02386439231059957,16.49337849063758,6.692360643880888,56
29,18,19,19,20,0.3386666564536946,0.06605752526687861,5.738430341491778,2.2918619822257913,56
30,20,19,21,20,0.3366171741592033,0.05113664732927117,3.826024325885261,1.5281918686484777,56
31,13,14,14,15,0.3316078579851559,0.006107477298248361,6.416197503877991,2.6058396819987806,56
32,7,8,8,9,0.33136215433478355,0.030131441322162028,16.49337849063758,6.692360643880888,56
33,6,7,7,8,0.32333192761455265,0.008438041323871999,18.96632598490933,7.692606099335738,56
34,29,28,30,29,0.3220760188996792,0.038252719830289786,20.240937800023477,8.218535951328723,56
35,9,8,10,9,0.32165723347238134,0.015825980180335125,14.459821888279665,5.869122383451571,56
36,12,13,13,14,0.3209008374916656,0.03581424027740057,7.7434079674293885,3.1447502459061614,56
37,26,27,27,28,0.32085339086396353,0.018149886032144378,23.888326793199017,9.697803718709103,56
38,27,26,28,27,0.3200877511075565,0.02721468831532664,23.888326793199017,9.697803718709103,56
39,30,29,31,30,0.318158212516989,0.03193905468879075,9.322319301326479,3.78587101701816,56
40,11,10,12,11,0.31232885909932,0.0152575940432359,11.937160389478274,4.846709228287409,56
41,27,28,28,29,0.3120219422770398,0.021500473059356262,22.811839893247647,9.261457899150551,56
42,10,9,11,10,0.31138702588421957,0.015596818563241665,13.309403094235373,5.403045858751347,56
43,29,30,30,31,0.3065587364669357,0.03835354592403996,9.322319301326479,3.78587101701816,56
44,15,14,16,15,0.305799896429692,0.028734318656506642,5.163522917918162,2.097145014003406,56
45,16,15,17,16,0.293013151202883,0.0349486375119807,3.9121876164383798,1.5889510140065128,56
46,13,12,14,13,0.2923280011330332,0.0323208126619651,7.7434079674293885,3.1447502459061614,56
47,12,11,13,12,0.2676679780706763,0.07405107164604244,10.564632366951047,4.289905148841233,56
48,18,1,19,2,0.19794909090601973,0.05843423419296235,7.650109943647172,3.055021039870101,56
49,17,16,18,17,0.1531677804388372,0.07754146072389086,1.956208543851805,0.7945348793366099,56
50,24,23,25,24,0.14985599175893835,0.06177901288849213,9.097827267785034,3.6530917220121113,56
51,32,31,33,32,0.1449699593441827,0.07311987696517785,1.4318849959197795,0.5815315623351535,56
52,3,4,4,5,0.1398423447805856,0.06128154160434755,49.339495543229305,20.011464154728273,56
53,21,20,22,21,0.12687741276541992,0.05117051354226387,1.913133299742252,0.7641812385673589,56
54,22,2,23,3,0.11452320623876792,0.04620616593854496,20.19644894712049,8.106747033438372,56
55,6,5,7,6,0.10967916123835104,0.03284706589202066,20.554640128154144,8.334399355277641,56
56,19,18,20,19,0.10797835700213909,0.06076589517565687,5.738430341491778,2.2918619822257913,56
57,4,3,5,4,0.09472678754744786,0.030396604322925617,49.339495543229305,20.011464154728273,56
58,4,5,5,6,0.09331014127071414,0.03278247953567311,48.04628663197589,19.490632713024553,56
59,3,2,4,3,0.08660462259181909,0.044821415346827355,52.15583207786017,21.14268068451318,56
60,25,5,26,6,0.07581993375372674,0.035323430507373216,26.225183029505363,10.6434323582047,56
61,7,6,8,7,0.0681650118037526,0.04383080646152966,18.96632598490933,7.692606099335738,56
62,23,22,24,23,0.06143376126419753,0.04859494885128353,18.19011980100833,7.30225972413406,56
63,26,25,27,26,0.04263132812255727,0.032230093332922954,25.051930703419043,10.168934103790725,56
64,0,1,1,2,0.018009218453828777,0.00507507644751531,83.78332114590323,33.81822594768332,56
