epoch,train_loss,lr,val_fault_risk_threshold,val_fault_risk_f1,val_fault_risk_precision,val_fault_risk_recall,val_fault_risk_auc,val_fault_risk_auprc,val_congestion_risk_threshold,val_congestion_risk_f1,val_congestion_risk_precision,val_congestion_risk_recall,val_congestion_risk_auc,val_congestion_risk_auprc,val_voltage_violation_threshold,val_voltage_violation_f1,val_voltage_violation_precision,val_voltage_violation_recall,val_voltage_violation_auc,val_voltage_violation_auprc,val_macro_f1,val_macro_precision,val_macro_recall,val_macro_auc,val_macro_auprc
1,0.109157,0.0008,0.5,0.8962848297213623,0.8706766917293233,0.9234449760765551,0.972756140220255,0.9570473948646357,0.5,0.5916230366492147,0.42641509433962266,0.9658119658119658,0.9824813481659236,0.8278174821450281,0.5,0.8935483870967742,0.8793650793650793,0.9081967213114754,0.9832609444106041,0.9657953039599083,0.7938187511557837,0.7254856218113418,0.9324845543999988,0.9794994775989275,0.9168867269898574
2,0.073216,0.0008,0.5,0.9130763416477702,0.867816091954023,0.9633173843700159,0.9764919334297323,0.9630673395823538,0.5,0.6515580736543909,0.4872881355932203,0.9829059829059829,0.9898729552109101,0.872746694595419,0.5,0.9018987341772152,0.8715596330275229,0.9344262295081968,0.9851174554410869,0.9686548597302048,0.8221777164931253,0.7422212868582555,0.9602165322613985,0.9838274480272431,0.9348229646359925
3,0.070687,0.0008,0.5,0.9027237354085603,0.8814589665653495,0.9250398724082934,0.9764880147655267,0.9627995800521401,0.5,0.6190476190476191,0.4482758620689655,1.0,0.9899865203158097,0.8728950437544415,0.5,0.8940986257073565,0.8819776714513556,0.9065573770491804,0.9850724330623164,0.9683197027343882,0.8052899933878453,0.737237500028557,0.9438657498191579,0.9838489893812176,0.9346714421803233
4,0.065131,0.0008,0.5,0.8982128982128982,0.8757575757575757,0.9218500797448166,0.9767361968318905,0.9643809578664949,0.5,0.743421052631579,0.6042780748663101,0.9658119658119658,0.991635683143482,0.8758075177259629,0.5,0.8983186549239391,0.8779342723004695,0.919672131147541,0.9855875420429566,0.9693850177163295,0.8466508685894721,0.7859899743081185,0.9357780589014412,0.9846531406727763,0.9365244977695957
5,0.06536,0.0008,0.5,0.9025720966484801,0.8826219512195121,0.9234449760765551,0.9763521677397275,0.9624002382254573,0.5,0.6826347305389222,0.5253456221198156,0.9743589743589743,0.9910678576189842,0.8741907458594472,0.5,0.9056304520222046,0.8771121351766513,0.9360655737704918,0.9846447204639953,0.9670104053385014,0.830279093069869,0.7616932361719929,0.9446231747353404,0.9840215819409024,0.9345337964744687
6,0.062486,0.0008,0.5,0.9057187017001546,0.8785607196401799,0.9346092503987241,0.9761366412084115,0.9625712771367848,0.5,0.7378640776699029,0.59375,0.9743589743589743,0.9921689453751846,0.8832431085594793,0.5,0.9083728278041074,0.8765243902439024,0.9426229508196722,0.9846155883365556,0.9668377369772992,0.8506518690580549,0.7829450366280275,0.9505303918591235,0.9843070583067172,0.9375507075578544
7,0.063361,0.0008,0.5,0.9016266460108443,0.8765060240963856,0.9282296650717703,0.9764788712157133,0.9628584033385805,0.5,0.7542087542087542,0.6222222222222222,0.9572649572649573,0.9915912446241735,0.8662771919100016,0.5,0.9105180533751962,0.8734939759036144,0.9508196721311475,0.9847043089064857,0.9669684353380106,0.855451151198265,0.7907407407407407,0.9454380981559583,0.9842581415821242,0.9320346768621975
8,0.062638,0.0008,0.5,0.897736143637783,0.8792048929663608,0.9170653907496013,0.9754116883303485,0.9618898820523988,0.5,0.7243589743589743,0.5794871794871795,0.9658119658119658,0.9916011198506866,0.8756516296926242,0.5,0.9038919777601271,0.8767334360554699,0.9327868852459016,0.9846288302126645,0.9668102757723331,0.8419956985856282,0.7784751695030034,0.9385547472691562,0.9838805461312331,0.9347839291724521
9,0.060193,0.0008,0.5,0.9048723897911833,0.8783783783783784,0.9330143540669856,0.9756089277620378,0.9619978912238365,0.5,0.757679180887372,0.6306818181818182,0.9487179487179487,0.9915912446241735,0.8769161373722628,0.5,0.9117876658860266,0.8703427719821163,0.9573770491803278,0.9844341746338621,0.9660309483476834,0.8581130788548607,0.7931343228474376,0.9463697839884208,0.9838781156733578,0.9349816589812608
10,0.060147,0.0008,0.5,0.9065637065637066,0.8787425149700598,0.9362041467304625,0.9752340422196882,0.961504494670001,0.5,0.757679180887372,0.6306818181818182,0.9487179487179487,0.9916011198506867,0.876401973220539,0.5,0.910086004691165,0.8699551569506726,0.9540983606557377,0.9847175507825949,0.9667760575021878,0.8581096307140812,0.7931264967008502,0.9463401520347162,0.9838509042843233,0.9348941751309092
