epoch,train_loss,lr,val_fault_risk_threshold,val_fault_risk_f1,val_fault_risk_precision,val_fault_risk_recall,val_fault_risk_auc,val_fault_risk_auprc,val_congestion_risk_threshold,val_congestion_risk_f1,val_congestion_risk_precision,val_congestion_risk_recall,val_congestion_risk_auc,val_congestion_risk_auprc,val_voltage_violation_threshold,val_voltage_violation_f1,val_voltage_violation_precision,val_voltage_violation_recall,val_voltage_violation_auc,val_voltage_violation_auprc,val_macro_f1,val_macro_precision,val_macro_recall,val_macro_auc,val_macro_auprc
1,0.137095,0.0008,0.5,0.8873456790123457,0.85949177877429,0.9170653907496013,0.9711873683165549,0.9550705791289343,0.5,0.6079545454545454,0.4553191489361702,0.9145299145299145,0.9758501335624385,0.7343322571901401,0.5,0.8901363271852446,0.8712715855572999,0.9098360655737705,0.9797213909266665,0.9605192372428409,0.7951455172173786,0.7286941710892533,0.9138104569510954,0.9755862976018866,0.8833073578539717
2,0.069763,0.0008,0.5,0.9049429657794676,0.8648255813953488,0.94896331738437,0.9738755719616965,0.9603175924856502,0.5,0.6463414634146342,0.5023696682464455,0.905982905982906,0.9809531568630355,0.7871678492853131,0.5,0.9013417521704814,0.8691019786910198,0.9360655737704918,0.9838965544638365,0.9670516449464168,0.8175420604548611,0.7454324094442714,0.9303372657125893,0.9795750944295228,0.90484569557246
3,0.065271,0.0008,0.5,0.9054573405073021,0.8738872403560831,0.9393939393939394,0.9741407349062852,0.9610182525643808,0.5,0.6853582554517134,0.5392156862745098,0.9401709401709402,0.9847427750374025,0.8169255177556631,0.5,0.9015212169735789,0.8810641627543035,0.9229508196721311,0.9844844937630763,0.9679437791192437,0.8307789376441982,0.7647223631282989,0.9341718997456702,0.9811226679022548,0.9152958498130959
4,0.062222,0.0008,0.5,0.9067077872012336,0.8776119402985074,0.937799043062201,0.9746253430463957,0.9615361915696691,0.5,0.7039473684210527,0.5721925133689839,0.9145299145299145,0.9856364830368297,0.824705227324964,0.5,0.9044585987261147,0.8792569659442725,0.9311475409836065,0.9844950872639635,0.9674420502146932,0.838371251449467,0.7763538065372546,0.9278254995252406,0.9815856377823963,0.9178944897031087
5,0.059843,0.0008,0.5,0.9031758326878389,0.8780120481927711,0.9298245614035088,0.9748578504559365,0.9617165754415263,0.5,0.694006309148265,0.55,0.9401709401709402,0.986658568980926,0.8336423111705293,0.5,0.9043062200956937,0.8804347826086957,0.9295081967213115,0.9846420720887735,0.967367655700548,0.8338294539772658,0.7694822769338222,0.9331678994319201,0.9820528305085454,0.9209088474375345
6,0.059148,0.0008,0.5,0.901930501930502,0.874251497005988,0.9314194577352473,0.9746070559467689,0.9610663894500244,0.5,0.7216494845360825,0.603448275862069,0.8974358974358975,0.9862339342408667,0.8244862490966246,0.5,0.9049128367670365,0.8757668711656442,0.9360655737704918,0.9840898858550279,0.9658015689948489,0.8428309410778736,0.7844888813445671,0.9216403096472122,0.9816436253475546,0.9171180691804993
7,0.057311,0.0008,0.5,0.895800933125972,0.874051593323217,0.9186602870813397,0.9749296926330419,0.9612720011947263,0.5,0.7272727272727273,0.6,0.9230769230769231,0.9872313321186805,0.828317858780029,0.5,0.9028662420382165,0.8777089783281734,0.9295081967213115,0.9844871421382982,0.9664240432794066,0.8419799674789719,0.7839201905504635,0.9237484689598582,0.9822160556300069,0.9186713010847206
8,0.05827,0.0008,0.5,0.8966588966588966,0.8742424242424243,0.9202551834130781,0.9741328975778737,0.9599158577455646,0.5,0.7272727272727273,0.6,0.9230769230769231,0.9876510292454833,0.8311743937788169,0.5,0.9007148530579825,0.8736517719568567,0.9295081967213115,0.9839203898408327,0.9651886243386782,0.8415488256632022,0.7826313987330936,0.9242801010704375,0.9819014388880632,0.9187596252876865
9,0.056135,0.0008,0.5,0.9009287925696594,0.8751879699248121,0.9282296650717703,0.9744359409431179,0.9604709672677179,0.5,0.738255033557047,0.6077348066298343,0.9401709401709402,0.9885644876979366,0.8389792047923401,0.5,0.9049128367670365,0.8757668711656442,0.9360655737704918,0.9843931248179242,0.9658623397589685,0.8480322209645811,0.7862298825734301,0.9348220596710674,0.9824645178196595,0.9217708372730088
10,0.055177,0.0008,0.5,0.9015384615384615,0.8707280832095097,0.9346092503987241,0.9743993667438643,0.9604193717542089,0.5,0.7032258064516129,0.5647668393782384,0.9316239316239316,0.9876362164057139,0.8234511884947527,0.5,0.9075235109717869,0.8693693693693694,0.9491803278688524,0.9841203421700787,0.9649913418925742,0.8374292596539538,0.7682880973190391,0.9384711699638361,0.9820519751065523,0.9162873007138453
